Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description
Dunkles Weissbier,dunkles-weissbier,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606585a1873072087b853a92,false,false,Thu Apr 01 2021 08:34:41 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:49:03 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Avant de parler de ce qu'est une bière Dunkelweizen, nous allons avoir une petite leçon d'allemand. En décomposant le mot, ""Dunkel"" signifie sombre, et ""weizen"" signifie blé, donc une Dunkelweizen est une bière sombre et de blé du sud de l'Allemagne.</p><p>Une Dunkelweizen peut être considérée comme un croisement entre une Dunkel de style allemand et une Hefeweizen. Cependant, cette bière de blé sombre ne doit pas être confondue avec une lager Dunkel. Historiquement, la Dunkelweizen était plus populaire que l'Hefeweizen. Cela a été le cas jusqu'à la fin du XIXe siècle, lorsque les progrès technologiques ont permis de brasser plus facilement la Hefeweizen, plus légère.</p><p>Avec un nom qui signifie ""sombre"" et une gamme de couleurs allant du brun ambré au brun foncé, certains se sentent intimidés par le brassage et la saveur attendue. En réalité, un malt doux, un goût chocolaté et des notes de vanille, de banane, de clou de girofle et de noix de muscade caractérisent une Dunkelweizen allemande.</p><p>Les recettes de Dunkelweizen se composent généralement de houblon noble allemand, de levure de bière weizen et, bien sûr, d'au moins 50 % de blé malté. La levure de Dunkelweizen utilisée, la weizen ale, est celle qui apporte les saveurs fruitées et épicées telles que la banane, le clou de girofle et les esters de vanille dans le brassage. Les céréales utilisées sont torréfiées et caramélisées pour donner à cette bière crémeuse et corsée son aspect foncé et sa saveur douce.</p><p>La fermentation est une partie importante du processus de la Dunkelweizen afin d'obtenir la meilleure bière possible. La température de fermentation de la Dunkelweizen est plus fraîche que la moyenne, à environ 70 degrés Fahrenheit pour le premier tour, qui dure environ 7 jours. Au cours du deuxième cycle de fermentation, le brassin est maintenu à environ 32 degrés Fahrenheit pour faire tomber la bière, ce qui permet aux protéines indésirables, aux particules de houblon et aux particules de céréales de tomber et de donner une meilleure bière.</p><p>Les brasseurs artisanaux américains se sont essayés à ce style allemand en créant leurs propres Dunkelweizen américanisées. Une Dunkelweizen américaine est plus susceptible d'être trouvée sous le nom d'American Dark Wheat Ale, qui présente de façon similaire des saveurs de caramel et de malt grillé, mais qui n'a pas les saveurs et les arômes d'esters de banane et de clous de girofle comme les phénols.</p><p>Le meilleur verre à Dunkelweizen est un verre à blé spiegelau ou un verre de style vase, qui sont hauts et arrondis avec beaucoup de place pour la tête. Le taux d'alcoolémie de la plupart des Dunkelweizen se situe entre 4 et 7 %. En ce qui concerne la nourriture, la Dunkelweizen se marie très bien avec les plats traditionnels à base de porc, comme le porc rôti et les saucisses de porc, ainsi que le poulet rôti.</p>"
Eisbock,eisbock,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606585ae2aa985822c405c28,false,false,Thu Apr 01 2021 08:34:54 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:48:55 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La découverte (quelque peu accidentelle) de la bière allemande Eisbock s'accompagne d'une histoire amusante. Qu'il s'agisse d'une histoire à dormir debout ou non n'est pas certain, mais cela rend néanmoins l'apprentissage plus amusant !</p><p>La légende commence par une froide nuit d'hiver, à la fin des années 1800, à la brasserie Reichelbrau située à Kulmbach, en Bavière. Un jeune brasseur vient de terminer une dure journée de travail qui a consisté à pelleter la drêche, à transporter les tonneaux dans les entrepôts et à faire beaucoup, beaucoup de nettoyage. Épuisé, le garçon attend la permission de rentrer chez lui, mais avant qu'elle ne lui soit accordée, le chef brasseur lui demande d'apporter un dernier tonneau à l'intérieur. En se traînant jusqu'au dernier tonneau, le garçon remarque qu'il a dû prendre au moins 90 kilos, ce que son corps faible et fatigué n'est pas en mesure de déplacer, alors au lieu d'essayer et d'échouer ou pire de casser le tonneau, il décide qu'une nuit dehors ne fera pas de mal.</p><p>Le lendemain matin, le garçon se réveille très tôt pour aller déplacer le tonneau avant que quelqu'un ne le voie, mais il a une mauvaise surprise en arrivant. La nuit d'hiver glaciale a provoqué l'expansion du tonneau et de son contenu, et a endommagé le fragile joint de la douelle. Acceptant son sort, à savoir qu'il serait probablement licencié, il attend l'arrivée du maître brasseur.</p><p>Furieux de la situation et de la destruction du tonneau et de son contenu, le maître brasseur a commencé à taper sur le tonneau pour essayer de l'ouvrir. Une fois qu'il l'a fait, il a donné au garçon deux options, soit boire toute la bière qu'il a ruinée, soit partir. Hésitant, le garçon choisit de boire, mais c'est à ce moment-là qu'il découvrit que la bière n'était pas du tout gâchée, mais qu'elle était plutôt enrichie d'une nouvelle douceur ardente, d'un malt épais et d'une saveur de fruits noirs amplifiée.</p><p>Voilà, l'histoire de la bière Eisbock, mais qu'est-ce qu'une Eisbock ? En termes simples, un Eisbock est une Bockbier plus forte grâce au processus de production qu'elle subit, appelé distillation par congélation. Lors du brassage de l'Eisbock, la distillation par congélation est utilisée pour séparer l'eau des autres composants, alcool et sucres, afin de les concentrer. La température de congélation de l'eau étant inférieure à celle de l'éthanol, l'eau gèle et l'alcool reste sous forme liquide. Une fois que l'eau sous forme de glace est retirée, la bière qui reste est nettement plus forte qu'elle ne l'était auparavant. Le processus de congélation contribue également à créer un alcool qui se réchauffe agréablement, ainsi qu'une complexité plus douce, plus profonde et plus riche de saveurs de malt.</p><p>La présence d'alcool de cette Eisbock de 9 à 14% d'alcool par volume dépasse la plupart des amertumes et des saveurs de houblon que l'on retrouve normalement dans une bière bock, mais l'alcool peut varier de doux à épicé et de fruité à fuselé. Avec un corps lourd, presque sirupeux, et des tonnes de saveurs de malt, les notes de dégustation se composent principalement de pain grillé, de caramel et de chocolat. La couleur de l'Eisbock peut aller du presque noir au rouge fauve, et il est préférable de la consommer dans un verre à pied. Le vieillissement de l'Eisbock est également une partie courante du processus, puisqu'il peut être vieilli pendant plus de cinq ans.</p><p>De nos jours, l'Eisbock est considéré comme un style de bière très rare en raison du coût, du temps et des efforts nécessaires à sa production. On trouve aussi rarement des Eisbocks aux États-Unis, car les lois sur l'alcool ne permettent pas aux brasseries d'utiliser la distillation par congélation. Il est intéressant de constater qu'il est légal de brasser une bière à 20% d'alcool en temps normal, mais qu'il est impossible de brasser une Eisbock américaine à 9-14% d'alcool en la congelant et en la concentrant.</p>"
English barleywine,english-barleywine,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606585bb1e98cce61ffe3663,false,true,Thu Apr 01 2021 08:35:07 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:43 GMT+0000 (Coordinated Universal Time),,
English ipa,english-ipa,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606585d005e9e17db82ef6b2,false,false,Thu Apr 01 2021 08:35:28 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:48:31 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Le style de bière IPA anglaise a vu le jour lorsque les troupes britanniques étaient stationnées en Inde et avaient besoin d'un breuvage capable de supporter le voyage. Pour aider la bière à supporter le voyage, elle a été modifiée pour être plus maltée, plus alcoolisée et plus houblonnée, afin d'agir comme un conservateur naturel. Pour les soldats, on ajoutait souvent de l'eau pour affaiblir les bières, tandis que les chefs de troupe consommaient l'IPA anglaise à pleine puissance.</p><p>Les IPA anglaises se caractérisent par des caractéristiques terreuses et florales dues à l'apport important de houblon anglais, des arômes et des saveurs fruitées dus à la levure anglaise, et des notes de pain grillé et de caramel dues au malt. Partageant la même patrie que la bière amère anglaise, les IPA anglaises diffèrent par leur goût de houblon extrême, leur amertume et leur force. Cependant, si l'on compare une IPA anglaise et une IPA américaine, la version américaine a une saveur de houblon beaucoup plus prononcée que la version anglaise. L'IPA anglaise est fière de sa capacité à s'équilibrer, avec un équilibre presque parfait entre le houblon et le malt. Dans l'ensemble, cet équilibre donne à la bière une saveur plus ronde.</p><p>L'English IPA, de couleur or à cuivre, a un taux d'alcoolémie compris entre 5 et 7 %. Le meilleur verre à bière English IPA est le verre Nonic pint et elle est délicieuse servie avec des plats gras car le taux d'alcool plus élevé, le houblon et la carbonatation aident à couper la graisse. Voici quelques suggestions d'accords culinaires : fromages anglais forts, viandes grillées ou braisées, porc et fettuccine alfredo.</p>"
English porter,english-porter,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606585de2aa98544b6405c76,false,false,Thu Apr 01 2021 08:35:42 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:48:24 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La Brown Porter de style anglais est l'un des plus anciens styles de bière fabriqués en continu dans le monde. Malheureusement, la popularité des porters a complètement décliné vers les années 1940 en Angleterre, lorsque beaucoup ont décidé de consacrer toute leur énergie au brassage des stouts. Les porters sont morts avec la Prohibition, mais ont été relancés dans les années 1970 en Amérique après la Prohibition par Anchor Brewing. L'ère du brassage à domicile et la révolution des microbrasseries des années 1980 ont également permis le retour des porters.</p><p>Un English Brown Porter a, sans surprise, une teinte brun foncé, qui peut parfois être noire ou avoir une teinte rouge. La recette de l'English Brown Porter fait appel à toute combinaison de malt British Pale Ale, de malt brun, de malt cristal et de malt chocolat. Ces malts offrent des saveurs de noix et de chocolat, ainsi qu'une douceur moyenne. Les houblons Fuggles, souvent utilisés, offrent un arôme et une saveur moyens à faibles et contribuent à une amertume moyenne. Ce style de bière n'a pas de caractère brûlé et est mieux décrit comme étant doux et sucré. Comparée aux autres Porters, l'English Brown Porter se distingue par une torréfaction, un taux d'alcool et une amertume du houblon limités.</p><p>Bien qu'elle soit plus foncée, la Brown Porter de style anglais n'est pas automatiquement plus forte. Cette bière complexe et globalement intéressante doit avoir une saveur de chocolat chaud à base de malt, avec des houblons qui ne dépassent jamais un niveau modéré. Le taux d'alcoolémie de la bière se situe généralement entre 4,5 et 6 % et elle est servie de préférence dans un verre de pinte Nonic. Les meilleurs accords alimentaires sont les viandes rôties et grillées, tout ce qui est grillé au barbecue, les steaks, la purée de pommes de terre, etc.</p>"
Extra special bitter (ESB),extra-special-bitter-esb,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606585ef526eb1d8b4d56525,false,false,Thu Apr 01 2021 08:35:59 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:48:18 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>L'Extra Special Bitter ale, également appelée ESB, est un style de bière britannique qui, malgré son nom, n'est pas si amère que ça. Les variétés amères comme celle-ci ont vu le jour en 1642 avec le développement du coke, un combustible à haute teneur en carbone fabriqué à partir de charbon et utilisé pour griller les malts. Avant son invention, les malts étaient principalement grillés sur du bois et de la tourbe, ce qui donnait au malt un certain goût de fumée et une couleur générale plus foncée.</p><p>Les bitters sont une spécialité anglaise, et une bière Extra Special Bitter est une bitter corsée. La couleur de la bière Extra Special Bitter varie de l'or foncé au cuivre, et son taux d'alcoolémie de 4 à 7%. Avec du malt de pale ale britannique, un peu de malt cristal et du houblon britannique, on obtient une bière grillée et caramélisée, moyennement corsée, à faible teneur en gaz carbonique et à la finale moyennement sèche. L'élément le plus important d'une bonne Extra Special/Strong Bitter est son équilibre parfait et sa capacité à être bue facilement.</p><p>Les bitters extra forts sont modérément forts et doivent avoir un goût amer prononcé, sans dominer le malt. De la famille des bitter, les English Extra Strong Bitters sont la version à gravité la plus élevée, ce qui entraîne quelques différences notables. La bière Extra Strong Bitter a une fermentation plus importante et un caractère malté supplémentaire, ce qui crée plus d'alcool, de corps et de saveur dans le brassin.</p><p>Ce style de bière Extra Special Bitter se marie bien avec des aliments comme le poulet grillé, le barbecue, les crevettes épicées et la pizza. Le verre à pinte Nonic est recommandé pour servir une ESB.</p>"
Faro,faro,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606585f9f0f3090af4bcbf4a,false,false,Thu Apr 01 2021 08:36:09 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:48:11 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La bière artisanale Faro est une bière de style belge composée de bière lambic sucrée. Jusqu'au début du XXe siècle, la bière lambic Faro était largement disponible dans la vallée de la Senne. Le style de bière Faro est fabriqué à partir des deuxième et troisième coulures de la bière de lambic, ce qui le rend moins alcoolisé. Elle est généralement épicée avec du poivre, de la coriandre et des écorces d'orange, fermentée par des microbes présents dans l'air de la vallée de la Senne et sucrée avant d'être conditionnée avec du sucre candi, du saccharose ou de la saccharine. Une bière Faro Boon est une adaptation légèrement différente de cette bière provenant de la brasserie belge Boon. Cette version mélange de la bière lambic, du meertsbier, et bien sûr du sucre.</p><p>Dans son ensemble, la bière Faro est une bière légère, légèrement aromatisée, acide et épicée, avec des notes de pomme, de raisin sec et d'agrumes. Cette bière légère et appétissante se présente dans une couleur brun clair. En tant que version plus douce des véritables bières lambic, les Faro ont un faible taux d'alcoolémie allant de 2 à 5 %, avec des exemples historiques entre 2 et 3 %, et des versions modernes avec un taux d'alcoolémie entre 4 et 5 %.</p><p>La bière Faro se marie parfaitement avec une chaude journée d'été et doit être dégustée dans un verre tulipe. Les notes sucrées de mélasse de la bière font qu'elle se marie bien avec les desserts, en particulier les desserts au chocolat comme les chocolats belges noirs ou les truffes au chocolat noir.</p>"
Festbier / oktoberfest,festbier-oktoberfest,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065860615886e0a14be2be3,false,true,Thu Apr 01 2021 08:36:22 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:25 GMT+0000 (Coordinated Universal Time),,
Flandres red,flandres-red,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586162922cc8cd38b4ab7,false,true,Thu Apr 01 2021 08:36:38 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:33 GMT+0000 (Coordinated Universal Time),,
Foreign extra stout,foreign-extra-stout,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065862205e9e1d50a2ef6f5,false,true,Thu Apr 01 2021 08:36:50 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:23 GMT+0000 (Coordinated Universal Time),,
Fruit beer,fruit-beer,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065862fcb770500c0a00b23,false,true,Thu Apr 01 2021 08:37:03 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:42 GMT+0000 (Coordinated Universal Time),,
Golden ale,golden-ale,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065863c5b7d42e62b814463,false,true,Thu Apr 01 2021 08:37:16 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:17 GMT+0000 (Coordinated Universal Time),,
Gose,gose,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065864813bd9f70d9cd3b10,false,false,Thu Apr 01 2021 08:37:28 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:47:51 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Avant de commencer à lire cet article, assurez-vous que vous savez comment dire Gose correctement. Gose se prononce GO-zuh, et maintenant que cela est dit, commençons par expliquer ce qu'est réellement ce style de bière allemande. Selon l'Institut allemand de la bière, la Gose est un style vieux de 1000 ans qui a vu le jour en Saxe, en Allemagne, près de la rivière Gose et de la ville de Goslar.</p><p>Avant 2017, cette bière de blé à fermentation spontanée par le haut était classée dans la catégorie des sour ale de style allemand. La bière a depuis été reconnue comme sa propre catégorie dans le Great American Beer Festival (GABF), qui est une compétition annuelle à Denver, Colorado, qui se concentre sur près de 100 catégories de styles de bière et la dégustation publique de plus de 4000 bières.</p><p>De tous les ingrédients qui entrent dans la composition d'une Gose, le sel est probablement le plus étrange, mais il y a aussi beaucoup d'autres composants. Tout d'abord, précisons d'où vient le caractère salé d'une Gose. De nos jours, la salinité est ajoutée à la bière, mais à l'origine, la salinité provenait naturellement des aquifères riches en minéraux de Goslar.</p><p>L'autre grande partie d'une Gose est constituée d'au moins la moitié de blé malté, ce qui est courant pour les bières de blé allemandes, mais diffère de la plupart des bières qui utilisent généralement du malt. Pour ce qui est de la fermentation, la levure la plus couramment utilisée pour la Gose est la levure de bière allemande, et pour donner l'aigre typique, la bactérie lactobacillus est également utilisée dans le processus de fermentation. Le caractère houblonné de la Gose est très faible, parfois même indétectable. Cependant, la coriandre est ajoutée au mélange, ce qui apporte les principales saveurs épicées et citronnées que l'on trouve dans les bonnes bières Gose.</p><p>Les brasseurs ont pris des libertés avec les ingrédients, variant la salinité, l'aigreur, le piquant et le houblon. Depuis, la bière a été transformée en une bière Gose aigre, une Gose IPA, une Gose houblonnée à sec, et bien d'autres grandes bières de style Gose.</p><p>Les Américains ont pris goût à la Gose et ont commencé à créer leurs propres styles de bière Gose. La bière Gose américaine utilise un processus de fermentation en bouilloire et aromatise la plupart de ses brassins avec des fruits. Parmi les meilleures bières de Gose américaines, on trouve : Otra Vez de Sierra Nevada, qui contient du pamplemousse ; la Cranberry Gose de Long Trail Brewery ; et la Gose à l'orange sanguine et à la pastèque d'Anderson Valley Brewing.</p><p>Comme il s'agit d'une bière légère, le taux d'alcoolémie du Gose est généralement inférieur à 4 %, ce qui le rend très facile à boire et agréable pendant les chaudes journées d'été. La Gose ale allemande salée à la coriandre doit être servie dans un verre tulipe, stange ou calice, la plupart des gens recommandant le calice comme le meilleur verre pour la Gose. Cette catégorie est en plein essor, alors si vous en voyez une, essayez-la et adoptez ce style unique, acidulé, piquant et salé.</p>"
Gruit,gruit,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065865793a7d2c14ff2f0ef,false,true,Thu Apr 01 2021 08:37:43 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:36 GMT+0000 (Coordinated Universal Time),,
Gueuze,gueuze,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586672922cc30f88b4be2,false,false,Thu Apr 01 2021 08:37:59 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:47:42 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La bière Gueuze, prononcée ""gewze"" ou ""gooz"", est un mélange belge spontanément fermenté de plusieurs bières Lambic vieillies. Ce style de bière belge combine généralement un jeune Lambic qui a été vieilli pendant environ un an, avec un vieux Lambic qui a été vieilli pendant deux à trois ans, et une fois combiné, vieilli encore pendant deux ou trois ans avant d'être consommé.</p><p>En raison de son effervescence et de sa présentation en bouteille de champagne, la Gueuze belge est considérée comme le ""champagne de la bière"". La Gueuze classique se distingue par sa sécheresse, son fruité et son caractère sauvage bien développé, sans aucun caractère houblonné. Comparée à un lambic typique, la Gueuze est plus complexe et plus carbonatée.</p><p>Le taux d'alcoolémie d'une Gueuze se situe entre 5 et 8 % et le meilleur verre à Gueuze est en forme de tulipe. Cette bière pétillante se marie bien avec les fruits de mer, les fromages de chèvre, les fromages funky et les desserts sucrés et épicés comme les pommes caramélisées à la cannelle.</p>"
Hefeweizen,hefeweizen,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065867d2aa985f6d6405f19,false,false,Thu Apr 01 2021 08:38:21 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:47:37 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Un Hefeweizen (hay-fuh-veyt-sssenn) est un terme générique qui englobe une variété de styles de bière. Les Allemands appellent souvent ce style une Weissbier, tandis que les Nord-Américains penchent pour la Hefeweizen. Quel que soit leur nom, les bières Hefeweizen sont un mélange de blé et de levure qui a une histoire impressionnante.</p><p>Brassée dans le sud de l'Allemagne, la Hefeweizen tire son nom des racines allemandes du mot, hefe étant un terme pour ""levure"" et weizen signifiant ""blé"". Mettez-les ensemble et vous obtenez une Hefeweizen, ou une bière de blé non filtrée contenant de la levure.</p><p>Quelle est l'apparence et le goût d'une Hefeweizen ?</p><p>On peut s'attendre à ce que la Hefeweizen ait un aspect trouble et une saveur amère. L'apparence provient de la levure non filtrée et la saveur émerge du blé. En combinaison avec le blé, la levure contribue à lui donner le style de saveur unique et définitif d'une Weissbier classique. Des clous de girofle, des bananes, des épices et même des notes de pomme se retrouvent au palais et au nez, avec un côté souvent sec et tranchant. Elles ont un taux d'alcoolémie modéré, compris entre 4 et 7 %, et ne présentent pas beaucoup d'amertume due au houblon.</p><p>Comment la Hefeweizen se distingue-t-elle des autres bières de blé ?</p><p>Une bière de blé traditionnelle telle qu'une Weissbier est un type de bière brassée avec une grande partie de malt de blé contenant au moins 50 % de blé. Il existe quatre catégories de Weissbier allemandes : Kristallweizen, Dunkelweizen, Weizenbock, et bien sûr, Hefeweizen. De ces quatre catégories, la Hefeweizen est la plus populaire. La qualité distinctive d'une Hefeweizen est qu'il s'agit d'une bière non filtrée, ce qui signifie que la levure du brasseur est laissée en suspension, comme nous l'avons dit précédemment, ce qui lui donne son aspect trouble, et que le blé lourd qu'elle contient offre une saveur rafraîchissante par rapport aux autres.</p>"
Imperial porter,imperial-porter,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,6065868a2586fe60637fd320,false,false,Thu Apr 01 2021 08:38:34 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:47:31 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>Une Imperial Porter est une Porter extra-forte similaire à une Baltic Porter, à laquelle on fait souvent référence. Bien que cette bière se situe quelque part entre un Porter traditionnel, un Imperial Stout et un Baltic Porter, elle est souvent classée dans le même style que le Baltic Porter.</p><p>L'Imperial Porter est une bière copieuse qui, à l'origine, était une version vieillie, forte et houblonnée des Brown London Ales, plus douces, au cours du 18e siècle. Ses qualités fumées, presque rassises, ont fait de la Porter une alternative populaire aux bières plus sucrées disponibles à l'époque. Ce style a également reçu son nom à cette époque en devenant la bière de prédilection des travailleurs de rue et des dockers, connus sous le terme argotique de ""porters"". Le titre d'Imperial est apparu plus tard pour décrire la bière la plus forte qu'un brasseur avait à offrir.</p><p>Aujourd'hui, l'Imperial Porter est plus répandu et plus raffiné que son homologue du 18e siècle. Ces bières se distinguent par l'utilisation d'orge torréfiée qui leur confère un profil de saveur et d'arôme distinctif. Ces bières mettent davantage l'accent sur l'orge torréfiée ou les malts noirs utilisés que la Baltic Porter ou la Traditional Porter, mais moins que l'Imperial Stout. En utilisant des températures plus basses pendant la fermentation, le brasseur peut accentuer les caractères fumés et révéler des notes de mélasse, de raisin et de réglisse provenant des malts noirs utilisés. La couleur d'une Imperial Porter peut aller du rouge foncé au presque noir et a tendance à être plus lourde et plus animée que la Baltic Porter, mais moins qu'une Imperial Stout et a une gamme d'ABV d'environ 7,5 à 9,5%.</p>"
Imperial stout,imperial-stout,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,60658698f5299c9bcc59b80e,false,true,Thu Apr 01 2021 08:38:48 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:29 GMT+0000 (Coordinated Universal Time),,
International Pale Ale,international-pale-ale,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586a42d86c06894514503,false,true,Thu Apr 01 2021 08:39:00 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:36 GMT+0000 (Coordinated Universal Time),,
Irish red ale,irish-red-ale,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586ba70e2a2a42b905e64,false,true,Thu Apr 01 2021 08:39:22 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:28 GMT+0000 (Coordinated Universal Time),,
Irish stout,irish-stout,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586c6cb77055260a00d5d,false,false,Thu Apr 01 2021 08:39:34 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:47:14 GMT+0000 (Coordinated Universal Time),Sun Sep 01 2024 16:54:18 GMT+0000 (Coordinated Universal Time),"<p>La bière que vous verrez boire à l'excès le jour de la Saint-Patrick, et qui est synonyme de tout ce qui est irlandais, est l'Irish Dry Stout. Cette bière noire est principalement caractérisée par une saveur torréfiée, avec des touches d'acidité, de chocolat doux-amer, une forte amertume du houblon et une finale semblable à celle du café. Il est important de noter à propos de ce style de bière que toutes les Dry Stouts ne sont pas irlandaises et que toutes les Irish Stouts ne sont pas nécessairement sèches.</p><p>La plupart des recettes de Dry Irish Stout comprennent des ingrédients tels que de la bière à peine torréfiée, de la levure ale, du houblon Kent Goldings et parfois du moût acide ou de l'acide lactique. L'arôme de torréfaction accentue le caractère de café de la bière. Le houblon est inclus dans une Irish Dry Stout uniquement pour ajouter et accentuer l'amertume de la bière. Les versions qui incluent du moût acide ou de l'acide lactique le font pour incorporer une aigreur subtile.</p><p>Le taux d'alcoolémie de l'Irish Dry Stout se situe entre 4,2 et 5,3 %. Les meilleurs Irish Dry Stouts sont servis à partir de robinets à azote gazeux dans un verre à pinte non métallique. Les robinets d'azote donnent un corps lisse et crémeux au palais et le verre permet d'accentuer la mousse de la bière. Le plus souvent associé au Dark Dry Irish Stout est Guinness, qui incarne parfaitement ce brassin.</p><p>Le Dark Irish Dry Stout se marie bien avec les aliments salés et frits, les aliments épicés et les desserts gras et sucrés. Les fruits de mer, comme les huîtres crues et le homard, le jambon et les ragoûts de bœuf ou d'agneau en sont des exemples spécifiques.</p>"
Italian Grape Ale,italian-grape-ale,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586d34ade29731a6cc9ad,false,true,Thu Apr 01 2021 08:39:47 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:44 GMT+0000 (Coordinated Universal Time),,
Kellerbier,kellerbier,606582beec97b349450249f8,653acfd9e882f528b3ed2e72,606586df26dc08fae165a52f,false,true,Thu Apr 01 2021 08:39:59 GMT+0000 (Coordinated Universal Time),Wed Apr 07 2021 17:23:13 GMT+0000 (Coordinated Universal Time),,
