Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Description,aaMin,aaMax,baMin,baMax,Usage,stability,oilQuantity,cohumulone,caryophyllene,humulene,myrcene,Aromas
Comet,comet,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b785c9f3daf83924bd10,false,false,Tue May 18 2021 12:48:05 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:14 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Comet a une parenté intrigante entre l'English Sunshine et un houblon indigène américain, ce qui lui confère une saveur ""américaine sauvage"". Lancé en 1974 par l'USDA, le Comet a été initialement sélectionné pour répondre aux besoins en houblons à alpha élevé. Aujourd'hui, il n'est plus produit commercialement et est assez difficile à trouver. Le profil de saveur de la Comet repose sur un fort accent de pamplemousse. Il possède de solides capacités d'amertume et, traditionnellement, les brasseurs le considéraient comme l'agent amérisant le mieux adapté aux lagers de style américain. Récemment, cependant, on a constaté une augmentation de son utilisation comme houblon sec dans les ales et les IPA.",9.4,12.4,3,6,Amérisant,Mauvaise : 50,1.2 - 2.0,34 - 37,,,,resineux; mandarine; citronnelle; pamplemousse; geranium
Crystal,crystal,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b7869a4f61532438145f,false,true,Tue May 18 2021 12:48:06 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:08:42 GMT+0000 (Coordinated Universal Time),,"Malgré un rendement relativement faible, le Crystal's en a fait un houblon assez populaire. Il est boisé, vert, floral et fruité, avec des notes herbacées et épicées de cannelle, de noix de muscade et de poivre noir. Extrêmement polyvalent, il est même utilisé pour ses qualités aromatiques notables dans les IPA et les Bitters, malgré sa faible teneur en acide alpha. Sélectionnée pour la première fois en 1983, elle possède une lignée intéressante dont les racines remontent à Hallertau, Cascade, Brewer's Gold et Early Green. Commercialement, elle est utilisée dans une grande variété de bières, de la Rogue Brutal Bitters à la Belgian Dip Chocolate Stout de Mountain Sun.",3.5,6,4.5,6.7,Aromatique,Garde 50% de ses acides alpha après 6 mois à 20°C,0.8 - 2.3,23 - 26,4 - 8,18 - 18,40 - 65,agrumes; epice; herbeux; fruits-rouges; citron; fraise; cerise
Czech Premiant,czech-premiant,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398939fca9e8da3d4980f,false,false,Tue May 18 2021 10:36:03 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:52 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Premiant, qui signifie primé ou gagnant d'un prix, est modérément amer avec un faible ratio de cohumulone. Cela en fait un agent amérisant neutre idéal, notamment pour les Pilsners. Lancée en 1996, elle est une descendante de la Northern Brewer et est souvent utilisée par les brasseurs dans les Pilsners belges. Elle convient également bien aux Ales belges, françaises et allemandes. Cette polyvalence est peut-être l'une des raisons pour lesquelles les brasseries qui s'intéressent aux styles tchèques ou belges ont une préférence marquée pour Premiant.",8,12.5,4.5,8,Aromatique,,,,,,,citron; epice; fruite; lavande; amertume-b
Dana,dana,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b925dc6d0d88560b75b0,false,false,Tue May 18 2021 12:55:01 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:15 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Dana, ou Extra Styrian Dana comme on l'appelle souvent, est un houblon slovène obtenu à partir de Hallertau Magnum et d'un mâle sauvage slovène. Produit par l'Institut de recherche sur le houblon de Zalec, en Slovénie, il est réputé pour la qualité et l'harmonie de ses propriétés amérisantes, ainsi que pour son profil de saveur légèrement floral et citronné.",11,16,4.7,6.1,Aromatique,,2.4 - 3.9,28 - 31,,,,houblon; amertume-b
Delta,delta,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9255c974ada04c598dc,false,false,Tue May 18 2021 12:55:01 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:16 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Apparue en 2009, la variété d'arôme Delta est relativement nouvelle dans le quartier. Il s'agit d'un houblon de type Fuggle, semblable à un Willamette, mais avec un coup de fouet. Il présente un arôme doux et agréablement épicé, avec des notes de melon et d'agrumes. Delta est considéré comme idéal pour la finition des ale. Hopsteiner a d'abord proposé la Delta à la brasserie Harpoon de Boston comme croisement entre une Fuggle de style anglais et un mâle dérivé de la Cascade. Harpoon l'a brassée pour en faire une ESB anglaise à un seul houblon. La Delta a une saveur beaucoup plus prononcée que sa parente Fuggle - un véritable punch américain.",5.5,7,6.5,7,Double usage,Excellente : 85,0.5 - 1.1,22 - 24,,,,agrumes; epice; terreux; gingembre
Denali,denali,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3988c5847f54c04ab757c,false,false,Tue May 18 2021 10:35:56 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:43 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,13,15,4,5,Double usage,,,,,,,agrumes; pin; citron; ananas; tarte-meringuee
Dr Rudi,dr-rudi,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989493b66c1aacd7af58,false,false,Tue May 18 2021 10:36:04 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:52 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Initialement connue sous le nom de SuperAlpha, la variété a été rebaptisée Dr Rudi en 2012. Elle a été obtenue à partir de New Zealand Smooth Cone et est largement cultivée en Nouvelle-Zélande. Elle a été commercialisée à l'origine en 1976. Considéré comme un houblon amérisant, Dr Rudi est maintenant largement considéré comme un houblon à double usage et présente un caractère herbeux, piquant et citronné. Il est également connu pour son amertume nette et vive malgré sa forte teneur en cohumulone. Fonctionne bien dans les bières à un seul houblon.",10,12,7,8.5,Double usage,Bonne : 65,,,,,,agrumes; herbeux; pin
Dunav,dunav,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b925004dfd6873af8318,false,false,Tue May 18 2021 12:55:01 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:17 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Originaire de l'ex-Yougoslavie, la Dunav a été élevée dans les années 1960 dans l'intention de remplacer la Backa à faible rendement. Cependant, elle n'a jamais vraiment été acceptée commercialement et reste en production limitée en Serbie. Il s'agit d'un croisement triploïde entre la Northern Brewer, la Styrian Golding et un mâle sauvage. Apparentée à Neoplanta et Vojvodina, Dunav a tendance à présenter un taux d'acide alpha variable mais jouit d'une bonne stabilité de stockage.",5,10,2.8,4.6,Aromatique,Très bonne : 75,,,,,,
Early Bird,early-bird,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92607b62a002edace17,false,false,Tue May 18 2021 12:55:02 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Early Bird, ou Amos's Early Bird comme on l'appelait autrefois, est une variété Goldings considérée comme l'un des meilleurs houblons aromatiques d'Angleterre. Bien qu'elle ne soit pas terriblement tolérante aux maladies et au flétrissement, elle est sélectionnée pour son arôme immensément agréable et son houblonnage doux. Découvert en 1887 par Alfred Amos, le propriétaire de la ferme Spring Grove à Wye, Early Bird a été sélectionné à la main dans un champ de Bramlings. Early Bird peut certainement être un houblon de choix lorsqu'un arôme délicat est requis. Commercialement, il a été utilisé par le plus ancien brasseur britannique, Shepherd Neame, dans sa bière Early Bird Spring Hop Ale, légèrement amère et légèrement maltée.",4.4,6.7,1.9,2.8,Aromatique,,,,,,,herbeux; epice; floral
East Kent Golding,east-kent-golding,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9279f4baf582762c8ac,false,false,Tue May 18 2021 12:55:03 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le East Kent Golding est souvent considéré comme le houblon anglais par excellence. Cultivé exclusivement dans le Kent, en Angleterre, et descendant du Canterbury Whitebine, c'est une variété vieille de plusieurs siècles. Malgré les affirmations contraires, il est identique au Canterbury Golding. Les deux noms sont utilisés de manière interchangeable depuis un certain temps. Canterbury est une ville de l'est du Kent et le houblon y a été commercialisé pour la première fois en 1790. Certains, cependant, affirment encore aujourd'hui que l'East Kent Golding et le Cantebury Golding sont deux variétés distinctes, bien qu'il n'y ait pas de preuves claires à l'appui. La variété a commencé à être connue principalement sous le nom de East Kent Golding en 1838. Elle a un bon rendement en Angleterre, mais s'est révélée avoir un rendement encore meilleur dans l'Oregon après y avoir été introduite en 1994. Elle a un profil aromatique étonnant avec de la lavande, des épices, du miel et des notes de thym. En termes de saveur, elle est terreuse et légèrement amère, avec un caractère doux, soyeux et mielleux. L'East Kent Golding est considéré comme la quintessence du houblon anglais. Il a longtemps été considéré comme l'un des houblons préférés de l'île pour les ales et les pale ales.",4.5,6.5,1.9,2.8,Aromatique,Très bonne : 75,0.4 - 0.8,28 - 32,12 - 16,38 - 38,20 - 26,epice; thym; lavande; terreux
Eastern Gold,eastern-gold,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9266927ff34dbc7aad7,false,false,Tue May 18 2021 12:55:02 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:19 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Eastern Gold est une variété Super Alpha développée au Japon par Kirin Brewing Co. Ltd Hops Research à partir du Kirin No. 2 et du OB79, un houblon américain sauvage à pollinisation ouverte. Malgré son potentiel de rendement, son taux élevé d'acides alpha et sa stabilité au stockage, il semble qu'il ne soit pas actuellement cultivé dans une capacité commerciale significative. On sait très peu de choses sur l'histoire de son utilisation et son profil de saveur, mais il a été initialement cultivé dans une veine similaire à celle de Toyomidori et Kitamidori dans le but de remplacer Kirin No. 2 par une variété similaire, mais avec un taux d'alpha plus élevé.",11,14,5,6,Amérisant,Très bonne : 80,,,,,,
Eastwell,eastwell,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a39894edf9682a226f6436,false,false,Tue May 18 2021 10:36:04 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:53 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Créé par sélection clonale en 1889 dans le Kent, en Angleterre, Eastwell Golding est l'une des nombreuses variétés de houblon aromatique Golding. Présentant un arôme de houblon typiquement anglais, il est actuellement très demandé pour le houblonnage de cuivre et le houblonnage sec et est généralement utilisé dans les bières anglaises et belges.",6,7,3,4,Aromatique,,,,,,,epice; floral
Ekuanot,ekuanot,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3988ca62097e2e95c0d30,false,false,Tue May 18 2021 10:35:56 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:44 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,13,15.5,4,5,Double usage,,2.5 - 4.5,32 - 38,,,,agrumes; herbeux; fruite; fruits-tropicaux; papaye; melon
El Dorado ®,el-dorado-C2AE,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b928fe97d72131f078fc,false,false,Tue May 18 2021 12:55:04 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:23 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"El Dorado est un enfant relativement nouveau dans le quartier. Créée en 2008 par CLS Farms, LLC, basée dans la vallée de Moxee, elle a été mise sur le marché en 2010. Produit du climat plus frais de la vallée de Yakima, il présente un profil de saveur fruité unique en plus de propriétés amères et aromatiques souhaitables. Une grande vigueur, des acides alpha élevés, beaucoup d'huiles et de résines, une bonne stabilité au stockage et un rendement exceptionnel en font également, du moins sur le papier, une variété commerciale exceptionnelle. Elle présente des saveurs de fruits tropicaux, qui rappellent l'ananas et la mangue, ainsi qu'un arrière-goût de résine. Au nez, elle dégage des arômes de poire, de pastèque, de fruits à noyau et même de bonbon. À ce jour, elle a été utilisée dans des bières de blé, des Pale Ales et des IPA.",13,17,7,8,Aromatique,Bonne : 65,2.5 - 3.3,28 - 33,,,,fruit-a-noyau; fruits-tropicaux; mangue; poire; ananas
Elixir,elixir,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3988f9e0c2725018cdcce,false,false,Tue May 18 2021 10:35:59 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:45 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Elixir est une variété issue du programme de recherche variétale en Alsace pour le brassage de bière de type lager.  Houblon Amérisant et Aromatique, l'Elixir développe un bouquet de fruits tropicaux aux notes d'oranges et de mandarine, donnant des notes de fruits blancs.",4.6,6.5,5.8,6.6,Double usage,,1.85,26 - 27.4,0.65,1.4,65.5,floral; agrumes; boise; epice; fruits-blancs; fruits-tropicaux
Ella,ella,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b928beb16274503c41c5,false,false,Tue May 18 2021 12:55:04 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:55 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Ella™, formellement connu sous le nom de Stella, est une variété aromatique australienne. Elle est la demi-sœur de Galaxy® et la progéniture de Spalt et d'une femelle tétraploïde et a été développée dans l'État de Victoria au début des années 2000. En 2007, Ella™ était prête à être lancée dans des essais de brassage. Un succès immédiat, la variété a été rapidement mise en production commerciale. En raison de sa teneur élevée en huiles, Ella™ peut changer de caractère de manière significative selon la manière dont elle est utilisée. Lorsqu'elle est utilisée en faible quantité, elle affiche un caractère épicé et floral comme l'anis étoilé. Lorsqu'elle est utilisée en plus grande quantité ou en houblonnage sec, elle tient son rang avec n'importe quel malt robuste et transmet une saveur tropicale et de pamplemousse décidée.",13.3,16.3,4,7.8,Aromatique,,,,,,,floral; agrumes; epice; pamplemousse; fruits-tropicaux; bergamote
Elsaesser,elsaesser,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b928f4000a030c807e72,false,false,Tue May 18 2021 12:55:04 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:24 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La production commerciale de l'Elsaesser est confinée à une superficie très limitée dans la région d'Alsace, en France. Il est très probablement issu d'une ancienne race terrienne de la même région. L'Elsaesser a un arôme proche de celui des variétés nobles européennes. Le père de Charlemagne, Peppin le Jeune, aurait eu un jardin de houblon au 7ème siècle. Même si l'utilisation du houblon dans la bière n'est mentionnée qu'au 9e siècle, le houblon de l'Elsaesser d'aujourd'hui est peut-être un descendant de la même variété qui ornait ce jardin.",4,4.7,3,5,Aromatique,,,,,,,
Emerald,emerald,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b9290b7ce68014d54132,false,true,Tue May 18 2021 12:55:05 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:03:44 GMT+0000 (Coordinated Universal Time),,"Smaragd est un autre houblon intéressant issu de l'Institut de recherche sur le houblon de Hüll, en Allemagne. Sélectionné dans le but de créer une alternative plus résistante aux maladies que le Hallertau Mittelfrüh, il a été mis en production à grande échelle en 2007. Signifiant ""émeraude"" en allemand, Smaragd est un houblon aromatique à faible acidité et à faible teneur en cohumulone, avec un équilibre intéressant entre les huiles. Le myrcène et le farnésène constituent la majorité de sa composition en huile. Son arôme est principalement fruité, mais comporte également quelques éléments floraux. Son profil de saveur a été décrit comme étant épicé. Fille de Hallertau Gold, Smaragd est un merveilleux houblon à double usage.",4,6,3.5,5.5,Double usage,Bonne : 65,,,,,,floral; epice; fruite; estragon; camomille; cognac
Endeavour,endeavour,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989562ffc42f00449249,false,false,Tue May 18 2021 10:36:05 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Plus doux que le cascade, l'amertume laissée est plus « ronde et fruitée »",8,10.5,3.8,5.3,Double usage,,,,,,,agrumes; epice; framboise; cassis
Enigma,enigma,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3989562bc30262d1286b2,false,false,Tue May 18 2021 10:36:05 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:09:55 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,13.5,16.5,4.8,6.4,Double usage,,,,,,,groseille; fruits-tropicaux; framboise; pinot-gris
Epic,epic,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a39896a3b279341e556431,false,false,Tue May 18 2021 10:36:06 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:19:54 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),,3,5,1.7,2.5,Aromatique,,,,,,,herbeux; baies-noires; citronnelle
Equinox,equinox,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92920a37805e70f6acb,false,false,Tue May 18 2021 12:55:05 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:25 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Développé par The Hop Breeding Company, une coentreprise entre John I Haas et le groupe Select Botanicals, Equinox est un houblon aromatique distinctif. Planté à l'origine à Toppenish, dans l'État de Washington, et officiellement dévoilé en 2014, son utilisation est réputée apporter des notes d'agrumes de citron et de lime, de fruits comme la papaye et la pomme, ainsi que de poivrons verts et d'herbes.",13,15.5,4,5,Aromatique,,2.5 - 4.5,32 - 38,,,,agrumes; herbeux; fruite; fruits-tropicaux; papaye; melon
Eroica,eroica,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92a54acf645a6d014c8,false,false,Tue May 18 2021 12:55:06 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:26 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Bien que le houblon Eroica présente un pourcentage élevé d'acide alpha, il est, sur le papier du moins, éclipsé par sa sœur Galena. Il semble que cette comparaison les conduise également vers le dénouement de la production commerciale, de même que leurs cônes sont considérés comme difficiles à récolter et qu'ils sont sensibles aux virus de la tache annulaire et de la mosaïque. Développé par les stations d'expérimentation agricole de l'Idaho et de l'Oregon en collaboration avec l'USDA, Eroica est un descendant direct de Brewer's Gold. Bien que le semis ait été sélectionné en 1968, la variété n'a été officiellement enregistrée qu'en 1982. En termes de saveur, elle se caractérise par une essence fruitée prononcée et, heureusement, elle peut encore être obtenue pour des expériences de brassage à domicile.",11,14,4,5.5,Amérisant,,,,7 - 13,0 - 0,55 - 65,
Eureka,eureka,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398975847f59181ab7d10,false,false,Tue May 18 2021 10:36:07 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:40 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Avec des similitudes avec les houblons Simcoe® et Summit™, Eureka est une variété assez nouvelle avec des qualités d'amertume très fortes et un profil de saveur et d'arôme complexe et robuste. On dit qu'elle transmet des saveurs d'agrumes, de résine, de fruits tropicaux et de fruits noirs, ainsi que des arômes d'écorce de pamplemousse, d'agrumes et de mandarine. Elle est la progéniture des variétés Apollo et Merkur.",17,19.9,4.6,6,Double usage,,,,,,,agrumes; herbeux; citron; mandarine; cassis; pin; fruit-a-noyau; fruits-noirs
Falconer's Flight®,falconers-flightC2AE,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92a161140e581056ae5,false,false,Tue May 18 2021 12:55:06 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:27 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Falconer's Flight® est un mélange exclusif de houblons du nord-ouest du Pacifique. Il s'agit de 7 houblons ""C"", Cascade, Centennial, Chinook, Citra®, Cluster, Columbus et Crystal, en plus de variétés expérimentales développées par Hopunion LLC. Lancé en 2010, il est considéré comme un mélange à double usage particulièrement adapté aux IPA, mais aussi aux Pale Ales et aux Lagers. Falconer's Flight® possède des arômes tropicaux, floraux, citronnés et de pamplemousse. Ce mélange a été nommé en l'honneur de Glen Hay Falconer, un brasseur professionnel américain populaire et prometteur, décédé en 2002.",9,12,4,5.2,Double usage,,1.6 - 4.6,20 - 25,,,,floral; agrumes; epice; fruite; pamplemousse; terreux
Feux-Coeur Français,feux-coeur-francais,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a398989be47f293bb444b9,false,false,Tue May 18 2021 10:36:08 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:19:58 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le Feux-Coeur (alias Feux-Coeur Français) est un houblon amérisant australien dont les racines génétiques remontent à la France bourguignonne. Récolté pour la première fois en 2010, il est considéré comme rare et sélectionné spécifiquement pour être cultivé dans l'État de Victoria, plus frais et plus au sud. Malheureusement, peu de choses ont été écrites sur sa meilleure utilisation ou son profil de saveur à ce stade.",12,16,3,6,Amérisant,,,,,,,
First Gold,first-gold,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92706039709adc260e4,false,false,Tue May 18 2021 12:55:03 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:20 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"First Gold est une variété Golding, obtenue à partir de Whitbread Golding et d'une variété naine au Wye College en Angleterre. Elle a été commercialisée en 1996 et a la particularité d'être le premier houblon de haie d'Angleterre. Pour les brasseurs, il est utile dans à peu près tous les styles. Exceptionnellement polyvalent, le First Gold peut être ajouté à tout moment de l'ébullition en plus du houblonnage à sec. Il présente un arôme doux de mandarine et d'orange avec une trace de cannelle. Sa saveur est considérée comme florale et fruitée, comme la marmelade et le magnolia.",5.6,10,2.3,4.1,Double usage,Très bonne : 80,0.7 - 1.5,,6 - 7,20 - 20,27 - 28,agrumes; epice; herbeux; abricot; fruite; marmelade; baies-rouges
Flyer,flyer,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a39898ec0cd80e77ba492d,false,true,Tue May 18 2021 10:36:08 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 17:08:42 GMT+0000 (Coordinated Universal Time),,"Le Hallertau Blanc, fille du Cascade, a été présenté au monde en 2012. Établie sur la ferme Hüll dans la région allemande de Hallertau, elle a été cultivée principalement pour être utilisée dans les Ales de style américain. Le profil de saveur du Hallertau Blanc est dit fruité, avec des qualités vineuses de groseille et d'herbe, similaires à celles du Sauvignon Blanc. Il présente également un profil aromatique complexe avec des notes de cassis et de fleur de sureau, ainsi que de raisin, de pamplemousse et de citronnelle. Les autres notes détectées lors des essais sont le fruit de la passion, l'ananas et la groseille à maquereau.",8.3,14.5,4.1,6,Double usage,,,,,,,epice; caramel; resineux; amertume-b; fruit-a-noyau; reglisse; melasse; brule
Fuggle,fuggle,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92bdfd6b976bbbf24d1,false,false,Tue May 18 2021 12:55:07 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:42:56 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Le houblon Fuggle est originaire d'Angleterre et a été découvert en 1861 dans une houblonnière appartenant à George Stace dans le Kent. Quelque 14 ans plus tard, il a été officiellement nommé et introduit par Richard Fuggle de Benchley en 1875. Semblable à un Styrian Golding, il est réputé pour son arôme européen distinct et a connu une longue période d'utilisation polyvalente. À son apogée, il y a près de 100 ans, le Fuggle était connu comme un houblon à double usage. Aujourd'hui, cependant, alors que d'autres variétés à forte teneur en acide alpha sont devenues plus répandues, il est davantage utilisé pour son arôme.",3,6,2,3,Aromatique,Bonne : 75,0.7 - 1.4,,11 - 13.38,35 - 35,24 - 28,herbeux; menthole; terreux
Galaxy ®,galaxy-C2AE,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92bb2bf8ffdc20b67f6,false,false,Tue May 18 2021 12:55:07 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:29 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"Descendant de la variété allemande Perle, Galaxy® est une race australienne unique de houblon qui a la particularité de présenter le plus haut pourcentage d'huiles essentielles de l'industrie. Il possède un arôme étonnant d'agrumes, de pêche et de fruit de la passion, surtout lorsqu'il est utilisé comme ajout tardif. Sa saveur est souvent assez intense à la production mais s'adoucit au fur et à mesure de sa maturation. Galaxy® a bénéficié de sa première production commerciale en 2009 après neuf ans d'essais et est rapidement devenue populaire en Australie et à l'étranger.",11.6,16,5,6.9,Double usage,,3.0 - 5.0,35 - 35,,,,citron; myrtille; fruit-de-la-passion; peche; cassis
Galena,galena,60964fa1cba7f1549d7dff1b,653acfd9e882f528b3ed2e72,60a3b92bf4000ae033807f72,false,false,Tue May 18 2021 12:55:07 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:32:30 GMT+0000 (Coordinated Universal Time),Tue May 18 2021 14:49:17 GMT+0000 (Coordinated Universal Time),"La galène super alpha est l'une des variétés de houblon amérisant les plus utilisées aux États-Unis et constitue également un excellent houblon à double usage. Le profil de saveur fruité de la Galena est très prononcé avec des notes nettes et agréables d'agrumes. Certains brasseurs ont remarqué qu'elle est meilleure lorsqu'elle est bouillie en petites quantités et que les ajouts ultérieurs font ressortir des arômes plus forts de cassis. Descendant directement de la Brewer's Gold, la Galena a été obtenue par pollinisation ouverte et a été officiellement sélectionnée en 1968 par le scientifique agricole Richard R. Romanko dans l'État de l'Idaho. Commercialement, la Galena est surtout connue pour son utilisation présumée comme seul houblon dans la bière blonde Corona Extra.",11.5,13.5,7.2,8.7,Amérisant,Bonne : 75,1.3 - 2.1,,3 - 5.5,10 - 10,55 - 60,agrumes; ananas; pamplemousse; poire; resineux; cassis; citron-vert; groseille
